variable,state,year,prop,ciLB,ciUB,n,label
qn13,ME,2009,NA,NA,NA,0,Carried a weapon
qn13,ME,2011,NA,NA,NA,0,Carried a weapon
qn13,ME,2013,NA,NA,NA,0,Carried a weapon
qn13,ME,2015,NA,NA,NA,0,Carried a weapon
qn13,MI,1991,NA,NA,NA,0,Carried a weapon
qn13,MI,1993,NA,NA,NA,0,Carried a weapon
qn13,MI,1995,NA,NA,NA,0,Carried a weapon
qn13,MI,1997,0.18932854604886493,0.16564631641512087,0.21552200137298447,3850,Carried a weapon
qn13,MI,1999,0.16034896732437398,0.13389161365117289,0.19088215503459124,2618,Carried a weapon
qn13,MI,2001,0.12476265253704079,0.1081248089748706,0.14354860261548408,3529,Carried a weapon
qn13,MI,2003,0.15232788640461875,0.13373451061055414,0.17299010630990494,3376,Carried a weapon
qn13,MI,2005,0.15809053800146985,0.13242501700356343,0.18765441316060227,3181,Carried a weapon
qn13,MI,2007,0.17858656942583184,0.1565672183380827,0.20295750232052892,3416,Carried a weapon
qn13,MI,2009,0.1664319976948315,0.14876499455362846,0.18573929148762952,3301,Carried a weapon
qn13,MI,2011,0.15686078604181147,0.13722997257051242,0.17871809409065828,4107,Carried a weapon
qn13,MI,2013,0.15468207571319179,0.13299802945672767,0.17917089132964076,4155,Carried a weapon
qn13,MI,2015,0.16562929153369912,0.13545649234207532,0.20096078270374115,4687,Carried a weapon
qn13,MO,1991,NA,NA,NA,0,Carried a weapon
qn13,MO,1993,NA,NA,NA,0,Carried a weapon
qn13,MO,1995,0.2594263531632527,0.22690211250687686,0.29483468029385335,4810,Carried a weapon
qn13,MO,1997,0.20905497167996928,0.1734483439866165,0.2497624039860688,1460,Carried a weapon
qn13,MO,1999,0.20848611678470902,0.1774063723874726,0.24339961642758132,1628,Carried a weapon
qn13,MO,2001,0.20184023826535175,0.16398406229095827,0.2458654889198147,1622,Carried a weapon
qn13,MO,2003,0.16770285109375518,0.13067369555417557,0.21265816178355781,1533,Carried a weapon
qn13,MO,2005,0.19404973744791007,0.16146490337604286,0.23139581051290947,1837,Carried a weapon
qn13,MO,2007,0.18649969713822614,0.1589478796523964,0.21759174653494684,1527,Carried a weapon
qn13,MO,2009,0.16005920441653623,0.12938985321378868,0.19635854042384157,1594,Carried a weapon
qn13,MO,2011,NA,NA,NA,0,Carried a weapon
qn13,MO,2013,0.22155197155637626,0.17693240636347812,0.27368231259012926,1597,Carried a weapon
qn13,MO,2015,0.2206131552688007,0.18738732932944102,0.25786083710832947,1447,Carried a weapon
qn13,MS,1991,NA,NA,NA,0,Carried a weapon
qn13,MS,1993,0.2814508108204343,0.238374451263077,0.3289493842998742,1365,Carried a weapon
qn13,MS,1995,0.24006008573328763,0.20182173579502502,0.2829748094767185,1254,Carried a weapon
qn13,MS,1997,0.23342825723923855,0.19643661143164412,0.27500195704420594,1501,Carried a weapon
qn13,MS,1999,0.2315073827972616,0.20391685166994,0.26160424903496804,1533,Carried a weapon
qn13,MS,2001,0.1903485674014429,0.15536400698241584,0.23105586930064942,1763,Carried a weapon
qn13,MS,2003,0.20039893540083892,0.16731615768468427,0.2381521864545985,1458,Carried a weapon
qn13,MS,2005,NA,NA,NA,0,Carried a weapon
qn13,MS,2007,0.17316982035797335,0.1485191449373959,0.20094636386440257,1560,Carried a weapon
qn13,MS,2009,0.17213876663828365,0.15038157968136326,0.1963164302935355,1752,Carried a weapon
qn13,MS,2011,0.1803622867742812,0.155305441474236,0.2084640870803514,1778,Carried a weapon
qn13,MS,2013,0.1909078898836611,0.15922037183763724,0.22719763707326043,1498,Carried a weapon
qn13,MS,2015,0.21043155604995978,0.18258140223430255,0.24127593313047657,2002,Carried a weapon
qn13,MT,1991,NA,NA,NA,0,Carried a weapon
qn13,MT,1993,0.25586150291959947,0.2292781015754762,0.28438978853916397,2458,Carried a weapon
qn13,MT,1995,0.22597070660514873,0.20274456898354082,0.2510198467213416,2471,Carried a weapon
qn13,MT,1997,0.23767137601665925,0.21273709005524816,0.26454608912576977,2379,Carried a weapon
qn13,MT,1999,0.2034761415967325,0.1813174158266958,0.2275900618286927,2847,Carried a weapon
qn13,MT,2001,0.2137542178290727,0.19006478707232718,0.23952308696365948,2657,Carried a weapon
qn13,MT,2003,0.1939672068542911,0.1753584484630755,0.21403814950993025,2692,Carried a weapon
qn13,MT,2005,0.21391508129369785,0.1919807973529642,0.23761844551900724,2984,Carried a weapon
qn13,MT,2007,0.22100022675759295,0.2034955036969082,0.23955783507341707,3928,Carried a weapon
qn13,MT,2009,0.23014611223701034,0.20407392129129612,0.2584675636999005,1792,Carried a weapon
qn13,MT,2011,0.23535382546208136,0.21568243368707146,0.256233216739168,4045,Carried a weapon
qn13,MT,2013,0.2573408856739587,0.2396902047742917,0.2758198268714895,4748,Carried a weapon
qn13,MT,2015,0.26357239076050126,0.23951935182040618,0.2891225685831294,4345,Carried a weapon
qn13,NC,1991,NA,NA,NA,0,Carried a weapon
qn13,NC,1993,0.268396366392236,0.23949575176128987,0.29941145834037464,2378,Carried a weapon
qn13,NC,1995,0.2243615201322803,0.19585887051175863,0.25569315306364093,1748,Carried a weapon
qn13,NC,1997,NA,NA,NA,0,Carried a weapon
qn13,NC,1999,NA,NA,NA,0,Carried a weapon
qn13,NC,2001,0.18287852272593408,0.15918722622190476,0.20921837067304458,2500,Carried a weapon
qn13,NC,2003,0.1918494653478519,0.1655850259973454,0.22117560830181315,2501,Carried a weapon
qn13,NC,2005,0.21503424592860357,0.19296846346708338,0.23887637934172265,3802,Carried a weapon
qn13,NC,2007,0.21181917140201628,0.18724158940005556,0.23867546395059183,3441,Carried a weapon
qn13,NC,2009,0.19639155252993154,0.17726554249748494,0.21703678251065395,5631,Carried a weapon
qn13,NC,2011,0.20838169084317643,0.18114632845153802,0.23851913002973274,2235,Carried a weapon
qn13,NC,2013,0.20610727638221255,0.17792386737887478,0.23746542101224843,1828,Carried a weapon
qn13,NC,2015,0.19338202324568896,0.1672715850643283,0.22247928748040938,5994,Carried a weapon
qn13,ND,1991,NA,NA,NA,0,Carried a weapon
qn13,ND,1993,NA,NA,NA,0,Carried a weapon
qn13,ND,1995,NA,NA,NA,0,Carried a weapon
qn13,ND,1997,NA,NA,NA,0,Carried a weapon
qn13,ND,1999,NA,NA,NA,0,Carried a weapon
qn13,ND,2001,NA,NA,NA,0,Carried a weapon
qn13,ND,2003,NA,NA,NA,0,Carried a weapon
qn13,ND,2005,NA,NA,NA,0,Carried a weapon
qn13,ND,2007,NA,NA,NA,0,Carried a weapon
qn13,ND,2009,NA,NA,NA,0,Carried a weapon
qn13,ND,2011,NA,NA,NA,0,Carried a weapon
qn13,ND,2013,NA,NA,NA,0,Carried a weapon
qn13,ND,2015,NA,NA,NA,0,Carried a weapon
qn13,NE,1991,0.23863323171738288,0.21298310126807005,0.26632711798464237,2411,Carried a weapon
qn13,NE,1993,0.20811998493262268,0.18715345449357806,0.23076852287110972,3121,Carried a weapon
qn13,NE,1995,NA,NA,NA,0,Carried a weapon
qn13,NE,1997,NA,NA,NA,0,Carried a weapon
qn13,NE,1999,NA,NA,NA,0,Carried a weapon
qn13,NE,2001,NA,NA,NA,0,Carried a weapon
qn13,NE,2003,0.16035220483790974,0.14044516155869238,0.18248188550391167,2866,Carried a weapon
qn13,NE,2005,0.17922599770057465,0.1612614776433649,0.19871762019614095,3663,Carried a weapon
qn13,NE,2007,NA,NA,NA,0,Carried a weapon
qn13,NE,2009,NA,NA,NA,0,Carried a weapon
qn13,NE,2011,0.18590648434739748,0.16821968398919585,0.2049945881672101,2653,Carried a weapon
qn13,NE,2013,NA,NA,NA,0,Carried a weapon
qn13,NE,2015,NA,NA,NA,0,Carried a weapon
qn13,NH,1991,NA,NA,NA,0,Carried a weapon
qn13,NH,1993,0.19979832575770684,0.17950334204649962,0.2217677060100564,2662,Carried a weapon
qn13,NH,1995,0.1831779800549022,0.1631821717817061,0.2050236952756742,2072,Carried a weapon
qn13,NH,1997,NA,NA,NA,0,Carried a weapon
qn13,NH,1999,NA,NA,NA,0,Carried a weapon
qn13,NH,2001,NA,NA,NA,0,Carried a weapon
qn13,NH,2003,0.15143527038814744,0.12478291466060527,0.18259266031567684,1307,Carried a weapon
qn13,NH,2005,0.16197833944559836,0.13714784564205382,0.19031282457094068,1257,Carried a weapon
qn13,NH,2007,0.18138889930536678,0.15345182000049917,0.2131316185084762,1614,Carried a weapon
qn13,NH,2009,NA,NA,NA,0,Carried a weapon
qn13,NH,2011,0.14529935629518018,0.1256654806635861,0.16741344719736984,1413,Carried a weapon
qn13,NH,2013,NA,NA,NA,0,Carried a weapon
qn13,NH,2015,NA,NA,NA,0,Carried a weapon
qn13,NJ,1991,NA,NA,NA,0,Carried a weapon
qn13,NJ,1993,NA,NA,NA,0,Carried a weapon
qn13,NJ,1995,NA,NA,NA,0,Carried a weapon
qn13,NJ,1997,NA,NA,NA,0,Carried a weapon
qn13,NJ,1999,NA,NA,NA,0,Carried a weapon
qn13,NJ,2001,0.13072301432303432,0.11014446792505161,0.15447885212791132,2033,Carried a weapon
qn13,NJ,2003,NA,NA,NA,0,Carried a weapon
qn13,NJ,2005,0.1053443708561788,0.08661170971863134,0.12756275633482095,1481,Carried a weapon
qn13,NJ,2007,NA,NA,NA,0,Carried a weapon
qn13,NJ,2009,0.09588902934597189,0.07836333894312533,0.1168373908707045,1734,Carried a weapon
qn13,NJ,2011,0.0959273777783401,0.07669444479355465,0.11935991499483381,1656,Carried a weapon
qn13,NJ,2013,0.10196364298930802,0.08130895304163425,0.12713906686275966,1672,Carried a weapon
qn13,NJ,2015,NA,NA,NA,0,Carried a weapon
qn13,NV,1991,NA,NA,NA,0,Carried a weapon
qn13,NV,1993,0.2435384045551428,0.21592309279532773,0.2734537945811257,1991,Carried a weapon
qn13,NV,1995,0.22345679482915462,0.19353534910846729,0.2565327253831662,1513,Carried a weapon
qn13,NV,1997,0.20447361628820052,0.17790552236458848,0.23388057638327828,1454,Carried a weapon
qn13,NV,1999,0.18391547421016788,0.158478831734817,0.21240432784745164,1647,Carried a weapon
qn13,NV,2001,0.16043670688212147,0.1345929757870588,0.19015243629120018,1437,Carried a weapon
qn13,NV,2003,0.14850963016607138,0.12799351454445335,0.17166688492382745,1959,Carried a weapon
qn13,NV,2005,0.18377535302008954,0.1567887362326696,0.21422682847168284,1538,Carried a weapon
qn13,NV,2007,0.1451448714084657,0.12429654785230461,0.16881597110973573,1769,Carried a weapon
qn13,NV,2009,0.19106816017575942,0.16746009972533196,0.2171363853526421,2052,Carried a weapon
qn13,NV,2011,NA,NA,NA,0,Carried a weapon
qn13,NV,2013,0.15983916391900357,0.13057792950913882,0.19419295660344713,2089,Carried a weapon
qn13,NV,2015,0.18275998686050246,0.1433150095812495,0.23014494435408173,1416,Carried a weapon
qn13,NY,1991,NA,NA,NA,0,Carried a weapon
qn13,NY,1993,NA,NA,NA,0,Carried a weapon
qn13,NY,1995,NA,NA,NA,0,Carried a weapon
qn13,NY,1997,0.1842120626864116,0.16267000609459037,0.2078985825180467,3694,Carried a weapon
qn13,NY,1999,0.17517961616842934,0.15530347433258737,0.1970062746239192,3278,Carried a weapon
qn13,NY,2001,NA,NA,NA,0,Carried a weapon
qn13,NY,2003,0.13499066928980075,0.11727569301341297,0.15491196035079252,9177,Carried a weapon
qn13,NY,2005,0.1434423971522897,0.12830633076802636,0.16003622031573997,9490,Carried a weapon
qn13,NY,2007,0.14244763062699684,0.1279928488052157,0.15823862247144718,13187,Carried a weapon
qn13,NY,2009,0.13878041157274845,0.11671786413365158,0.16423788376974016,14329,Carried a weapon
qn13,NY,2011,0.12595463701847112,0.10890746654519179,0.14523527617853535,12942,Carried a weapon
qn13,NY,2013,0.12807892319869452,0.11085404960277295,0.1475361500996567,10311,Carried a weapon
qn13,NY,2015,0.13021446185985353,0.11013288745459404,0.1533267845362456,10346,Carried a weapon
qn13,OK,1991,NA,NA,NA,0,Carried a weapon
qn13,OK,1993,NA,NA,NA,0,Carried a weapon
qn13,OK,1995,NA,NA,NA,0,Carried a weapon
qn13,OK,1997,NA,NA,NA,0,Carried a weapon
qn13,OK,1999,NA,NA,NA,0,Carried a weapon
qn13,OK,2001,NA,NA,NA,0,Carried a weapon
qn13,OK,2003,0.21802834746642652,0.18529938734525486,0.25473066023050334,1361,Carried a weapon
qn13,OK,2005,0.18862310374207905,0.15890214768513333,0.2224329433602498,1696,Carried a weapon
qn13,OK,2007,0.22297853213478985,0.19355685597236497,0.2554557916745768,2569,Carried a weapon
qn13,OK,2009,0.19043669829106988,0.1638145726265923,0.2202457246406303,1390,Carried a weapon
qn13,OK,2011,0.19372415723035105,0.15316360466714002,0.24195693721864625,1138,Carried a weapon
qn13,OK,2013,0.19918001354496323,0.1699039794480112,0.23209015746679762,1455,Carried a weapon
qn13,OK,2015,0.19456891305127114,0.16290771251054162,0.23068772525499237,1584,Carried a weapon
qn13,PA,1991,NA,NA,NA,0,Carried a weapon
